from_node,to_node
NATIONAL INSTITUTE OF INFORMATION AND COMMUNICATIONS TECHNOLOGY,NEC CORPORATION
NATIONAL INSTITUTE OF INFORMATION AND COMMUNICATIONS TECHNOLOGY,THE UNIVERSITY OF TOKYO
NEC CORPORATION,THE UNIVERSITY OF TOKYO
CREATECH FISCHER & CO. GMBH,Forschungsverbund Berlin e.V.
"C-Dic Co., Ltd.",CDG Research Corporation
"C-Dic Co., Ltd.",The United States of America as Represented by the Secretary of the Department of Health and Human Services
CDG Research Corporation,The United States of America as Represented by the Secretary of the Department of Health and Human Services
Novartis Pharma AG,Xenon Pharmaceuticals Inc.
CALIFORNIA INSTITUTE OF TECHNOLOGY,The Regents of the University of California
HYUNDAI MOTOR COMPANY,Hyundai Kia Motor Japan R&D Center Inc.
Hyundai Kia Motor Japan R&D Center Inc.,KIA MOTORS CORPORATION
"NIPPON STEEL CHEMICAL CO., LTD.",Pioneer Corporation
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,MUSEUM NATIONAL D'HISTOIRE NATURELLE
INSTITUT CURIE,MUSEUM NATIONAL D'HISTOIRE NATURELLE
Institut National de la Sante et de la Recherche Medicale (INSERM),MUSEUM NATIONAL D'HISTOIRE NATURELLE
"FreeSlate, Inc.","HONDA MOTOR CO., LTD."
GUNZE LIMITED,"TOYODA GOSEI CO., LTD."
Novozymes A/S,Novozymes North America Inc.
Cheng-Geng Jan,WISTRON NEWEB CORP.
"Carvana, LLC",Marktek Inc.
Isis Innovation Limited,University Court of the University of St Andrews
"Samhwa Paints Ind. Co., Ltd.","Teknix D&C Co., Ltd."
"Samhwa Paints Ind. Co., Ltd.",University of Seoul Industry Cooperation Foundation
"Teknix D&C Co., Ltd.",University of Seoul Industry Cooperation Foundation
"K. Maikai Co., Ltd.","Mitsui Engineering & Shipbuilding Co., Ltd."
"K. Maikai Co., Ltd.","Toho Chikakoki Co., Ltd."
"Mitsui Engineering & Shipbuilding Co., Ltd.","Toho Chikakoki Co., Ltd."
"DU PONT-TORAY CO., LTD.","Ichimura Sangyo Co., Ltd."
"DU PONT-TORAY CO., LTD.","Takayasu Co., Ltd."
"Ichimura Sangyo Co., Ltd.","Takayasu Co., Ltd."
The General Hospital Corporation,"Viacell, LLC"
"MITSUI CHEMICALS, INC.",NOK CORPORATION
DyStar Textilfarben GmbH & Co. Deutschland KG,KAO CORPORATION
MERIAL INC.,"The United States of America, as represented by the Department of Health and Human Services"
The United States of America as Represented by the Secretary of the Department of Health and Human Services,University of Utah Research Foundation
"DAIICHI SANKYO COMPANY, LIMITED",MITSUBISHI-KAGAKU FOODS CORPORATION
"PRIME POLYMER CO., LTD.",Toyo Roki Seizo Kabushiki Kaisha
"National University Corporation, The University of Tokyo",PANASONIC HOLDINGS CORPORATION
COLORADO SEMINARY,Separation Systems Technology
COLORADO SEMINARY,"The United States of America as represented by the Secretary of the Interior, The Bureau of Reclamation"
Separation Systems Technology,"The United States of America as represented by the Secretary of the Interior, The Bureau of Reclamation"
INDUSTRY-UNIVERSITY COOPERATION FOUNDATION HANYANG UNIVERSITY,KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY
Mastercolors LLC,Ontario Beach Systems LLC
KRAUSSMAFFEI BERSTORFF GMBH,Kraussmaffei Technologies GMBH
"The Henry M. Jackson Foundation for the Advancement of Military Medicine, Inc.","The United States of America, as represented by the Department of Health and Human Services"
"Advanced Liquid Logic, Inc.",The Board of Trustees of the Leland Stanford Junior University
Duke University,The Board of Trustees of the Leland Stanford Junior University
E.I. DU PONT DE NEMOURS AND COMPANY,JTEKT CORPORATION
"D. WESTERN THERAPEUTICS INSTITUTE, INC.","KOWA COMPANY, LTD."
DENSO CORPORATION,National Institute of Advanced Industrial Science and Technology
"NIPPON SOKEN, INC.",National Institute of Advanced Industrial Science and Technology
Rensselaer Polytechnic Institute,The Regents of the University of California
THE UNIVERSITY OF TOKYO,Yokogawa Electric Corporation
KABUSHIKI KAISHA YAKULT HONSHA,Terumo Kabushiki Kaisha
The Governors of the University of Alberta,The Regents of the University of California
"HONDA MOTOR CO., LTD.",TOYO DENSO KABUSHIKI KAISHA
Gentec N.V.,Melica HB
Gentec N.V.,University of Liège
Melica HB,University of Liège
SHARP KABUSHIKI KAISHA,U.S. Philips Corporation
Faurecia Innenraum Systeme GmbH,Max-Planck-Gesellschaft zur Föderung der Wissenschaften e.V.
Siemens Aktiengesellschaft,"Siemens Medical Solutions USA, Inc."
FUTAMURA KAGAKU KABUSHIKI KAISHA,Gun-Ei Kagaku Kogyo Kabushiki Kaisha
Ferro Corporation,"Nanocerox, Inc."
ASML NETHERLANDS B.V.,TECHNISCHE UNIVERSITEIT DELFT
Carl Zeiss SMT GmbH,TECHNISCHE UNIVERSITEIT DELFT
"Medical & Biological Laboratories Co., Ltd.",The President of National Center for Geriatrics and Gerontology
Intersil Americas LLC,University of Central Florida Research Foundation
"Pharmacopeia Drug Discovery, Inc.",SCHERING CORPORATION
"NGK INSULATORS, LTD.",TOHOKU UNIVERSITY
BIOGEN IDEC MA INC.,The General Hospital Corporation
"Tyco Electronics Co., Ltd",Tyco Electronics Singapore Pte Ltd
FURUNO ELECTRIC COMPANY LIMITED,Maxsea International S.A.S.
"Ibaraki Steel Center Co., Ltd.",NOK CORPORATION
KUDOS PHARMACEUTICALS LIMITED,Maybridge PLC
Oxford Instruments Molecular Biotools Limited,The University of Nottingham
"Dongyang Gangchul., Ltd.","HWASHIN CO., LTD."
"Dongyang Gangchul., Ltd.","HYUNDAI MOBIS CO., LTD."
"HWASHIN CO., LTD.","HYUNDAI MOBIS CO., LTD."
DENSO CORPORATION,"SENJU METAL INDUSTRY CO., LTD."
NXTPhase T&D Corporation,Siemens Aktiengesellschaft
HYUNDAI MOTOR COMPANY,"KOLON INDUSTRIES, INC."
KIA MOTORS CORPORATION,"KOLON INDUSTRIES, INC."
"HONDA MOTOR CO., LTD.","Symyx Solutions, Inc."
"NGK ADREC CO., LTD.","NGK INSULATORS, LTD."
"HITACHI, LTD.",Japan Science and Technology Agency
"HITACHI, LTD.","Namiki Precision Jewel Co., Ltd."
Japan Science and Technology Agency,"Namiki Precision Jewel Co., Ltd."
Medipharma S.A.,University Nacional De La Plata
The Board of Regents for Oklahoma State University,The Board of Regents of the University of Oklahoma
"Firestone Polymers, LLC","Heritage Research Group, LLC"
"HITACHI CONSTRUCTION MACHINERY CO., LTD.","HITACHI, LTD."
"HITACHI, LTD.","Hitachi Metals Precision, Ltd."
"SUMITOMO METAL INDUSTRIES, LTD.",TRW AUTOMOTIVE U.S. LLC
DENKI KAGAKU KOGYO KABUSHIKI KAISHA,THE UNIVERSITY OF ELECTRO-COMMUNICATIONS
Matsushita Refrigeration Company,PANASONIC HOLDINGS CORPORATION
"CASIO COMPUTER CO., LTD.","NAGASE & CO., LTD."
"CASIO COMPUTER CO., LTD.","Sanwa Frost Industries Co., Ltd."
"NAGASE & CO., LTD.","Sanwa Frost Industries Co., Ltd."
"Japan Drilling Co., Ltd.",National University Corporation the University of Electro-Communications
"Japan Drilling Co., Ltd.",TOHOKU UNIVERSITY
National University Corporation the University of Electro-Communications,TOHOKU UNIVERSITY
"Medtronic, Inc.","Warsaw Orthopedic, Inc."
"HITACHI, LTD.","Hitachi Engineering & Services Co., Ltd."
NATIONAL INSTITUTES OF HEALTH (NIH),RAPTOR PHARMACEUTICALS INC.
BEHR GMBH & CO. KG,Behr Thermot-Tronik GmbH
"ISHIKAWAJIMA-HARIMA HEAVY INDUSTRIES CO., LTD.","UBE INDUSTRIES, LTD."
"Headway Technologies, Inc.",TDK CORPORATION
NATIONAL INSTITUTE FOR MATERIALS SCIENCE,NATIONAL INSTITUTE OF INFORMATION AND COMMUNICATIONS TECHNOLOGY
NATIONAL INSTITUTE FOR MATERIALS SCIENCE,"SUMITOMO OSAKA CEMENT CO., LTD."
NATIONAL INSTITUTE OF INFORMATION AND COMMUNICATIONS TECHNOLOGY,"SUMITOMO OSAKA CEMENT CO., LTD."
AZAD PHARMACEUTICAL INGREDIENTS AG,UNIVERSITÄT ZÜRICH
CHINA PETROCHEMICAL CORPORATION,"RESEARCH INSTITUTE OF PETROLEUM PROCESSING, SINOPEC"
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,"LG CHEM, LTD."
ElringKlinger AG,Veritas AG
MURAKAMI CORPORATION,"NEC DISPLAY SOLUTIONS, LTD."
"BIOMERIEUX, INC.",Institut National de la Sante et de la Recherche Medicale (INSERM)
Stichting Voor De Technische Wetenschappen,UNIVERSITE DE BERNE
ELI LILLY AND COMPANY,Washington University
DIC CORPORATION,"Dai Nippon Printing Co., Ltd."
Flanders Interuniversity Institute for Biotechnology,Life Sciences Research Partners VZW
OLYMPUS IMAGING CORP.,"Sensormatic Electronics, LLC"
NIPPON KAYAKU KABUSHIKI KAISHA,"POLATECHNO CO., LTD."
Pioneer Corporation,Pioneer System Technologies Corporation
NATIONAL UNIVERSITY CORPORATION HOKKAIDO UNIVERSITY,"SUMITOMO CHEMICAL COMPANY, LIMITED"
"TAISHO PHARMACEUTICAL CO., LTD.","TOYO AEROSOL INDUSTRY CO., LTD."
CALSONIC KANSEI CORPORATION,"KITASHIBA ELECTRIC CO., LTD."
OSAKA UNIVERSITY,Osaka Industrial Promotion Organization
"THE JAPAN STEEL WORKS, LTD.","The Kansai Electric Power Co., Inc."
Petrosa (The Petroleum Oil & Gas Corporation of SA (Pty) Ltd),STATOIL ASA
F.S.KOREA INDUSTRIES INC.,"Pumtech Korea Co., Ltd."
"Panasonic Electric Works Co., Ltd.",SEIKO EPSON CORPORATION
"Ampower Technology Co., Ltd.","HON HAI PRECISION INDUSTRY CO., LTD."
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,Helmholtz-Zentrum Für Infektionsforschung GmbH
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,Institut National de la Sante et de la Recherche Medicale (INSERM)
Helmholtz-Zentrum Für Infektionsforschung GmbH,Institut National de la Sante et de la Recherche Medicale (INSERM)
PANASONIC HOLDINGS CORPORATION,"UBE INDUSTRIES, LTD."
National University Corporation Nagoya University,OSAKA UNIVERSITY
National University Corporation Nagoya University,"Tokyo Seimitsu Co., Ltd."
OSAKA UNIVERSITY,"Tokyo Seimitsu Co., Ltd."
E.I. DU PONT DE NEMOURS AND COMPANY,The Regents of the University of California
GEN-PROBE INCORPORATED,Qualigen Inc.
Institut National de la Sante et de la Recherche Medicale (INSERM),Merck Sante
"TORAY INDUSTRIES, INC.",Tokyo Metropolitan Organization For Medical Research
ASSISTANCE PUBLIQUE—HÔPITAUX DE PARIS (APHP),Institut National de la Sante et de la Recherche Medicale (INSERM)
ASSISTANCE PUBLIQUE—HÔPITAUX DE PARIS (APHP),UNIVERSITE RENE DESCARTES-PARIS V
Institut National de la Sante et de la Recherche Medicale (INSERM),UNIVERSITE RENE DESCARTES-PARIS V
"INHIBITEX, INC.",THE TEXAS A&M UNIVERSITY SYSTEM
"INHIBITEX, INC.",The Provost Fellows and Scholars of the College of the Holy and Undivived Trinity of Queen Elizabeth Near Dublin
THE TEXAS A&M UNIVERSITY SYSTEM,The Provost Fellows and Scholars of the College of the Holy and Undivived Trinity of Queen Elizabeth Near Dublin
"Woongjin Chemical Co., Ltd.","Youil Corporation Co., Ltd."
BERU Aktiengesellschaft,Eichenauer Heizelemente GmbH & Co. KG
"Ono Sokki Co., Ltd.",THE DOSHISHA
The Penn State Research Foundation,Wisconsin Alumni Research Foundation
"PIOLAX, INC.","TS TECH CO., LTD."
AFE Metal,PREDAC
"Che Il Electric Wireing Devices Co., Ltd.","Che Il Electronics Ind. Co., Ltd."
"STAPLES THE OFFICE SUPERSTORE, LLC",Techtronic Floor Care Technology Limited
Ahold Licensing SA,"CUESOL, INC."
"ReProtect, Inc.",THE JOHNS HOPKINS UNIVERSITY
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,Institut National Polytechnique de Grenoble
"Foxconn Technology Group Co., Ltd.","Fu Zhun Precision (Shen Zhen) Co., Ltd."
"SUMITOMO HEAVY INDUSTRIES, LTD.","Sumitomo (SHI) Cryogenics of America, Inc."
ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE (EPFL),UNIVERSITE DE GENEVE
Qimonda AG,Qimonda Flash GmbH
Honor Tone Limited,"Resource Management, International, LLC"
Tyco Electronics Canada ULC,"Tyco Electronics Co., Ltd"
"IHARA CHEMICAL INDUSTRY CO., LTD.","KUMIAI CHEMICAL INDUSTRY CO., LTD."
OSAKA UNIVERSITY,Shimadzu Corporation
AUSTIN HEALTH,MELBOURNE HEALTH
AUSTIN HEALTH,Southern Health
MELBOURNE HEALTH,Southern Health
ExxonMobil Chemical Patents Inc.,"Stone & Webster, Inc."
"Opel, Inc.",UNIVERSITY OF CONNECTICUT
"Danfoss Low Power Drives, a division of Danfoss Drives A/S","Pentair Water Pool and Spa, Inc."
Electric Data Systems Corporation,Fenestra Technologies Corporation
Electric Data Systems Corporation,"Hunter Information Management Services, Inc."
Electric Data Systems Corporation,Lockheed Martin Corporation
Electric Data Systems Corporation,Tessella Inc.
Fenestra Technologies Corporation,"Hunter Information Management Services, Inc."
Fenestra Technologies Corporation,Lockheed Martin Corporation
Fenestra Technologies Corporation,Tessella Inc.
"Hunter Information Management Services, Inc.",Lockheed Martin Corporation
"Hunter Information Management Services, Inc.",Tessella Inc.
Lockheed Martin Corporation,Tessella Inc.
The Curators of the University of Missouri,"Wyeth, LLC"
Yugen Kaisha Country Harbour,Yugen Kaisha Yagi Seisakusho
"HITACHI, LTD.",Tokai Corporation
AOl,"FOUNDRY NETWORKS, LLC"
"Florida State University Research Foundation, Inc.",Mayo Foundation for Medical Education and Research
"HON HAI PRECISION INDUSTRY CO., LTD.",National Taiwan University
NCR Corporation,TOSHIBA TEC KABUSHIKI KAISHA
KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,Net & TV Inc.
"ADVANCED METAL PRODUCTS, INC.",BRIGHAM YOUNG UNIVERSITY
"ADVANCED METAL PRODUCTS, INC.",SII Megadiamond
BRIGHAM YOUNG UNIVERSITY,SII Megadiamond
"ADVICS CO., LTD.",NOK CORPORATION
Junji Kido,Tohoku Pioneer Corporation
"Liquid Image Systems, Inc.","TAIYO INK MFG. CO., LTD."
"Liquid Image Systems, Inc.","Taiyo America, Inc."
"TAIYO INK MFG. CO., LTD.","Taiyo America, Inc."
KANEKA CORPORATION,Kaneka Texas Corporation
"TOYODA IRON WORKS CO., LTD.",TOYOTA JIDOSHA KABUSHIKI KAISHA
FREUND CORPORATION,"Okawara Mfg. Co., Ltd."
Life Technologies Corporation,President and Fellows of Harvard College
"Agouron Pharmaceuticals, Inc.",Amgen Fremont Inc.
The Board of Regents of the University of Texas System,University of Massachusetts
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,"HITACHI, LTD."
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,UNIVERSITÉ PARIS CITÉ
"HITACHI, LTD.",UNIVERSITÉ PARIS CITÉ
Anritsu Company,"Sumitomo Electric Industries, Ltd."
"Curis, Inc.","Genentech, Inc."
Institute of Metal Research,UNIVERSITE DE TECHNOLOGIE DE TROYES
"Johnson & Johnson Vision Care, Inc.","TORAY INDUSTRIES, INC."
BRIDGESTONE CORPORATION,KAO CORPORATION
"SANYO ELECTRIC CO., LTD.",Toshiba Carrier Corporation
La Jolla Bioengineering Institute,The Curators of the University of Missouri
La Jolla Bioengineering Institute,The Regents of the University of California
The Curators of the University of Missouri,The Regents of the University of California
Sanford-Burnham Medical Research Institute,"The Brigham and Women's Hospital, Inc."
Sanford-Burnham Medical Research Institute,Yale University
"The Brigham and Women's Hospital, Inc.",Yale University
Aventis Pasteur,Institut National de la Sante et de la Recherche Medicale (INSERM)
TOYOTA INDUSTRIES CORPORATION,UNIVERSAL DISPLAY CORPORATION
"Quantum Applied Science & Research, Inc.",The United States of America
GAME FREAK INC.,"Nintendo Co., Ltd."
Linde GmbH,SAUDI BASIC INDUSTRIES CORPORATION
Institut National de la Sante et de la Recherche Medicale (INSERM),TRANSGENE SA
"DAIICHI SANKYO COMPANY, LIMITED",Kazusa DNA Research Institute
"HITACHI, LTD.","Hitachi Electronic Devices Co., Ltd."
"HITACHI, LTD.",THE UNIVERSITY OF TOKYO
Roehm GmbH,"Senoplast Klepsch & Co., GmbH"
MAZDA MOTOR CORPORATION,NIFCO INC.
NIPPON STEEL CORPORATION,USINOR
CHUGAI SEIYAKU KABUSHIKI KAISHA,"DAINIPPON SUMITOMO PHARMA CO., LTD."
CHUGAI SEIYAKU KABUSHIKI KAISHA,"International Institute of Cancer Immunology, Inc."
"DAINIPPON SUMITOMO PHARMA CO., LTD.","International Institute of Cancer Immunology, Inc."
"Newcom, Inc.","XIROKU, INC."
FUJTSU LIMITED,SEIKO EPSON CORPORATION
MedImmune Limited,"National Institutes of Health, Office of Technology Transfer"
"St. Jude Children's Research Hospital, Inc.",University of Utah Research Foundation
Chiyoda Gravure Corp.,Shinko Kigyo Corp.
OLYMPUS MEDICAL SYSTEMS CORPORATION,"SRJ, Inc."
"Dynamic Production, Inc.","Halliburton Energy Services, Inc."
ASAHI KASEI ENGINEERING CORPORATION,"HONDA MOTOR CO., LTD."
Caterpillar Inc.,ExonMobil Research and Engineering Company
NATIONAL UNIVERSITY CORPORATION,SEIKO EPSON CORPORATION
The Regents of the University of California,The United States of America as Represented by the Secretary of the Department of Health and Human Services
Industry-Academic Cooperation Foundation,"SAMSUNG ELECTRONICS CO., LTD."
KEEPER GmbH,NSK LTD.
KEEPER GmbH,"NSK Steering Systems Co., Ltd."
NSK LTD.,"NSK Steering Systems Co., Ltd."
Akzo Nobel Surface Chemistry LLC,"VALENT U.S.A., LLC"
"HILLS, INC.",REIFENHÄUSER GMBH & CO. KG MASCHINENFABRIK
IMEC VZW,Infineon Technologies AG
MITSUBISHI MATERIALS CORPORATION,"NGK SPARK PLUG CO., LTD."
A.Y.Y.T. - TECHNOLOGICAL APPLICATIONS AND DATA UPDATE LTD,YEDA RESEARCH AND DEVELOPMENT CO. LTD.
"Brewer Science, Inc.","Lumimove, Inc."
CATALER CORPORATION,DENSO CORPORATION
HITACHI MEDICAL CORPORATION,THE JIKEI UNIVERSITY
Alliant Techsystems Inc.,Physical Sciences Inc.
"Brookhaven Science Associates, LLC",The University of North Carolina at Chapel Hill
"Brookhaven Science Associates, LLC",University of Saskatchewan
The University of North Carolina at Chapel Hill,University of Saskatchewan
"Himax Media Solutions, Inc.",NCKU Research and Development Foundation
Massachusetts Institute of Technology,The Penn State Research Foundation
Institute of Experimental Botany,UNIVERZITA PALACKÉHO V OLOMOUCI
"OERLIKON TRADING AG, TRUEBBACH",WIELAND-WERKE AG
Jeagun Park,Sumitomo Mitsubishi Silicon Corporation
Mayo Foundation for Medical Education and Research,"VIRGINIA TECH INTELLECTUAL PROPERTIES, INC."
AMGEN INC.,MEDAREX INC.
Geron Corporation,The Regents of the University of Colorado
CHINA PETROLEUM & CHEMICAL CORPORATION,"SINOPEC (BEIJING) RESEARCH INSTITUTE OF CHEMICAL INDUSTRY CO., LTD."
International Business Machines Corporation,Qimonda North America Corp.
"MACRONIX INTERNATIONAL CO., LTD.",Qimonda North America Corp.
THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE DEPARTMENT OF VETERANS AFFAIRS,The University of Miami
"HONDA MOTOR CO., LTD.",NIPPON STEEL CORPORATION
"HONDA MOTOR CO., LTD.",University of Iowa Research Foundation
Duke University,"TOYOTA MOTOR ENGINEERING & MANUFACTURING NORTH AMERICA, INC."
CHANG GUNG UNIVERSITY,Chang Gung Memorial Hospital
Baylor College of Medicine,European Molecular Biology Laboratory
Baylor College of Medicine,Vitruvean LLC
European Molecular Biology Laboratory,Vitruvean LLC
Flanders Interuniversity Institute for Biotechnology,LUDWIG INSTITUTE FOR CANCER RESEARCH LTD
MedImmune Limited,VIRONOVATIVE BV
NATIONAL RESEARCH INSTITUTE OF BREWING,National Institute of Advanced Industrial Science and Technology
NATIONAL RESEARCH INSTITUTE OF BREWING,National Institute of Technology and Evaluation
National Institute of Advanced Industrial Science and Technology,National Institute of Technology and Evaluation
"GRT, Inc.",The Regents of the University of California
SCHLEIFRING UND APPARATEBAU GMBH,Siemens Aktiengesellschaft
"AGILENT TECHNOLOGIES, INC.",The Regents of the University of Colorado
Massachusetts Eye and Ear Infirmary,Massachusetts Institute of Technology
"Microgreen Polymers, Inc.",University of Washington
CLARIANT INTERNATIONAL LTD,Optical Additives GmbH
CLARIANT INTERNATIONAL LTD,UNIVERSITAT BERN
Optical Additives GmbH,UNIVERSITAT BERN
"Incorporated Administrative Agency, National Agriculture and Bio-Oriented Research Organization",Japan Space Forum
"Incorporated Administrative Agency, National Agriculture and Bio-Oriented Research Organization",National Space Development Agency of Japan
Japan Space Forum,National Space Development Agency of Japan
"NITTAN VALVE CO., LTD.",TOYOTA JIDOSHA KABUSHIKI KAISHA
Coding Technologies AB,"SK Telecom Co., Ltd."
THE REGENTS OF THE UNIVERSITY OF MICHIGAN,UNIVERSITY OF HOUSTON
Industrial Technology Research Institute,WINDBOND ELECTRONICS CORP.
NANYA TECHNOLOGY CORPORATION,WINDBOND ELECTRONICS CORP.
POWERCHIP SEMICONDUCTOR CORP.,WINDBOND ELECTRONICS CORP.
"Promos Technologies, Inc.",WINDBOND ELECTRONICS CORP.
BASF SE,Wisdom Agricultural (Investments) Limited
"DAICEL CHEMICAL INDUSTRIES, LTD.","FUJI FILTER MANUFACTURING CO., LTD."
Georgetown University,"Sankyo Holdings Co., Ltd."
DEPARTMENT OF VETERANS AFFAIRS,THE REGENTS OF THE UNIVERSITY OF MICHIGAN
"SAMSUNG ELECTRONICS CO., LTD.",SUNGKYUNKWAN UNIVERSITY
THE JOHNS HOPKINS UNIVERSITY,University of Victoria Innovation and Development Corporation
OLYMPUS CORPORATION,Terumo Kabushiki Kaisha
Central Research Institution of Electrical Power Industry,"The Kansai Electric Co., Inc."
JSR CORPORATION,Tokyo Institute of Technology
INSTITUT PASTEUR,INSTITUT PASTEUR DE TUNIS
"IDx Medical, Ltd.",The Cleveland Clinic Foundation
Massachusetts Institute of Technology,Still River Systems Incorporated
"Cryovac, LLC","KURARAY CO., LTD."
FUJIFILM Corporation,Namiki Seimitsu Houseki Kabushiki Kaisha
"R-Tech Ueno, Ltd.",Sucampo AG
COLORADO STATE UNIVERSITY RESEARCH FOUNDATION,NEW YORK UNIVERSITY
DENSO CORPORATION,SEKISO CORPORATION
EHIME UNIVERSITY,REVO INTERNATIONAL INC.
Contech Stormwater Solutions LLC,"I.S.C. Environmental, Inc."
